epoch,step,train_loss_epoch,train_loss_step,val_acc/r@1,val_loss,val_macro_acc,val_r@10,val_r@2,val_r@3,val_r@4,val_r@5,val_r@6,val_r@7,val_r@8,val_r@9
0,49,,5.54931640625,,,,,,,,,,,,
0,99,,4.55767822265625,,,,,,,,,,,,
0,149,,3.72076416015625,,,,,,,,,,,,
0,199,,3.846435546875,,,,,,,,,,,,
0,249,,2.7158889770507812,,,,,,,,,,,,
0,299,,2.847900390625,,,,,,,,,,,,
0,349,,2.6287193298339844,,,,,,,,,,,,
0,399,,2.388355255126953,,,,,,,,,,,,
0,449,,3.139923095703125,,,,,,,,,,,,
0,499,,2.0855026245117188,,,,,,,,,,,,
0,549,,2.6854286193847656,,,,,,,,,,,,
0,599,,1.7730865478515625,,,,,,,,,,,,
0,649,,2.012706756591797,,,,,,,,,,,,
0,699,,3.2935218811035156,,,,,,,,,,,,
0,749,,2.0816855430603027,,,,,,,,,,,,
0,749,,,0.5289999842643738,2.0537796020507812,0.3839363753795624,0.8700000047683716,0.6769999861717224,0.7419999837875366,0.7929999828338623,0.8159999847412109,0.8349999785423279,0.843999981880188,0.859000027179718,0.8679999709129333
0,749,3.0613081455230713,,,,,,,,,,,,,
1,799,,1.378957748413086,,,,,,,,,,,,
1,849,,2.1506614685058594,,,,,,,,,,,,
1,899,,2.0637245178222656,,,,,,,,,,,,
1,949,,1.0924148559570312,,,,,,,,,,,,
1,999,,1.4210357666015625,,,,,,,,,,,,
1,1049,,1.7005233764648438,,,,,,,,,,,,
1,1099,,1.5262870788574219,,,,,,,,,,,,
1,1149,,1.1776046752929688,,,,,,,,,,,,
1,1199,,1.9315032958984375,,,,,,,,,,,,
1,1249,,1.0702285766601562,,,,,,,,,,,,
1,1299,,2.157135009765625,,,,,,,,,,,,
1,1349,,1.145822525024414,,,,,,,,,,,,
1,1399,,1.0341262817382812,,,,,,,,,,,,
1,1449,,2.137618064880371,,,,,,,,,,,,
1,1499,,1.8319346904754639,,,,,,,,,,,,
1,1499,,,0.546999990940094,1.8310595750808716,0.40468665957450867,0.8970000147819519,0.703000009059906,0.7760000228881836,0.8299999833106995,0.8529999852180481,0.8679999709129333,0.878000020980835,0.8849999904632568,0.8939999938011169
1,1499,1.636775255203247,,,,,,,,,,,,,
2,1549,,1.4878196716308594,,,,,,,,,,,,
2,1599,,1.031219482421875,,,,,,,,,,,,
2,1649,,1.3996162414550781,,,,,,,,,,,,
2,1699,,2.168879508972168,,,,,,,,,,,,
2,1749,,1.4116687774658203,,,,,,,,,,,,
2,1799,,1.6059494018554688,,,,,,,,,,,,
2,1849,,1.6654396057128906,,,,,,,,,,,,
2,1899,,1.0425796508789062,,,,,,,,,,,,
2,1949,,0.8329195976257324,,,,,,,,,,,,
2,1999,,1.1768321990966797,,,,,,,,,,,,
2,2049,,0.5706386566162109,,,,,,,,,,,,
2,2099,,1.408341407775879,,,,,,,,,,,,
2,2149,,0.9369287490844727,,,,,,,,,,,,
2,2199,,0.9616622924804688,,,,,,,,,,,,
2,2249,,0.826171875,,,,,,,,,,,,
2,2249,,,0.5600000023841858,1.7318974733352661,0.41357749700546265,0.9110000133514404,0.7200000286102295,0.7940000295639038,0.8399999737739563,0.8550000190734863,0.871999979019165,0.8859999775886536,0.8980000019073486,0.906000018119812
2,2249,1.192949891090393,,,,,,,,,,,,,
