epoch,step,train_loss_epoch,train_loss_step,val_acc/r@1,val_loss,val_macro_acc,val_r@10,val_r@2,val_r@3,val_r@4,val_r@5,val_r@6,val_r@7,val_r@8,val_r@9
0,49,,5.96630859375,,,,,,,,,,,,
0,99,,5.781005859375,,,,,,,,,,,,
0,149,,6.00439453125,,,,,,,,,,,,
0,199,,5.693115234375,,,,,,,,,,,,
0,249,,5.0836181640625,,,,,,,,,,,,
0,299,,5.4658203125,,,,,,,,,,,,
0,349,,5.294189453125,,,,,,,,,,,,
0,399,,4.42181396484375,,,,,,,,,,,,
0,449,,3.543060302734375,,,,,,,,,,,,
0,499,,4.041900634765625,,,,,,,,,,,,
0,549,,3.91461181640625,,,,,,,,,,,,
0,599,,3.0670166015625,,,,,,,,,,,,
0,649,,3.14959716796875,,,,,,,,,,,,
0,699,,2.916229248046875,,,,,,,,,,,,
0,749,,3.8612060546875,,,,,,,,,,,,
0,799,,3.017791748046875,,,,,,,,,,,,
0,849,,3.3862762451171875,,,,,,,,,,,,
0,899,,2.9402618408203125,,,,,,,,,,,,
0,949,,2.5754852294921875,,,,,,,,,,,,
0,999,,1.8898239135742188,,,,,,,,,,,,
0,1049,,2.317394256591797,,,,,,,,,,,,
0,1099,,2.8409271240234375,,,,,,,,,,,,
0,1149,,3.158905029296875,,,,,,,,,,,,
0,1199,,2.481689453125,,,,,,,,,,,,
0,1249,,2.0382957458496094,,,,,,,,,,,,
0,1299,,1.5225257873535156,,,,,,,,,,,,
0,1349,,2.3206100463867188,,,,,,,,,,,,
0,1399,,2.4992752075195312,,,,,,,,,,,,
0,1449,,2.4961318969726562,,,,,,,,,,,,
0,1499,,1.5931854248046875,,,,,,,,,,,,
0,1549,,1.4790115356445312,,,,,,,,,,,,
0,1599,,1.4124565124511719,,,,,,,,,,,,
0,1649,,1.3925514221191406,,,,,,,,,,,,
0,1699,,1.753469467163086,,,,,,,,,,,,
0,1749,,1.8552703857421875,,,,,,,,,,,,
0,1799,,2.2992000579833984,,,,,,,,,,,,
0,1849,,2.0144243240356445,,,,,,,,,,,,
0,1899,,2.072092056274414,,,,,,,,,,,,
0,1949,,1.806549072265625,,,,,,,,,,,,
0,1999,,1.8941154479980469,,,,,,,,,,,,
0,2049,,1.1070747375488281,,,,,,,,,,,,
0,2099,,2.3136253356933594,,,,,,,,,,,,
0,2149,,1.6929206848144531,,,,,,,,,,,,
0,2199,,1.6870040893554688,,,,,,,,,,,,
0,2249,,1.5665225982666016,,,,,,,,,,,,
0,2299,,2.1380691528320312,,,,,,,,,,,,
0,2349,,1.3878135681152344,,,,,,,,,,,,
0,2399,,1.3837661743164062,,,,,,,,,,,,
0,2449,,2.1043853759765625,,,,,,,,,,,,
0,2489,,,0.5646019577980042,1.7743710279464722,0.4202367663383484,0.918682873249054,0.7157915830612183,0.7885754704475403,0.8296355605125427,0.8561389446258545,0.8772211670875549,0.8912760019302368,0.902319073677063,0.9117558598518372
0,2489,2.8723740577697754,,,,,,,,,,,,,
1,2499,,1.8950080871582031,,,,,,,,,,,,
1,2549,,1.7560653686523438,,,,,,,,,,,,
1,2599,,1.2208824157714844,,,,,,,,,,,,
1,2649,,1.2678003311157227,,,,,,,,,,,,
1,2699,,2.2434921264648438,,,,,,,,,,,,
1,2749,,1.7921981811523438,,,,,,,,,,,,
1,2799,,2.715728759765625,,,,,,,,,,,,
1,2849,,1.4349327087402344,,,,,,,,,,,,
1,2899,,1.7394638061523438,,,,,,,,,,,,
1,2949,,1.5372161865234375,,,,,,,,,,,,
1,2999,,0.9386768341064453,,,,,,,,,,,,
1,3049,,2.043071746826172,,,,,,,,,,,,
1,3099,,1.883544921875,,,,,,,,,,,,
1,3149,,1.111875057220459,,,,,,,,,,,,
1,3199,,1.7339019775390625,,,,,,,,,,,,
1,3249,,1.5174541473388672,,,,,,,,,,,,
1,3299,,1.2011561393737793,,,,,,,,,,,,
1,3349,,1.6363296508789062,,,,,,,,,,,,
1,3399,,2.006413459777832,,,,,,,,,,,,
1,3449,,2.1178970336914062,,,,,,,,,,,,
1,3499,,1.5337486267089844,,,,,,,,,,,,
1,3549,,1.9249844551086426,,,,,,,,,,,,
1,3599,,1.2534255981445312,,,,,,,,,,,,
1,3649,,1.2836322784423828,,,,,,,,,,,,
1,3699,,1.0254859924316406,,,,,,,,,,,,
1,3749,,1.0210151672363281,,,,,,,,,,,,
1,3799,,1.1079235076904297,,,,,,,,,,,,
1,3849,,1.1543807983398438,,,,,,,,,,,,
1,3899,,1.8871097564697266,,,,,,,,,,,,
1,3949,,1.3484821319580078,,,,,,,,,,,,
1,3999,,0.8587322235107422,,,,,,,,,,,,
1,4049,,1.647087574005127,,,,,,,,,,,,
1,4099,,2.228266716003418,,,,,,,,,,,,
1,4149,,1.3063888549804688,,,,,,,,,,,,
1,4199,,1.6068077087402344,,,,,,,,,,,,
1,4249,,1.461928367614746,,,,,,,,,,,,
1,4299,,0.7307329177856445,,,,,,,,,,,,
1,4349,,1.55755615234375,,,,,,,,,,,,
1,4399,,0.7899618148803711,,,,,,,,,,,,
1,4449,,2.3916091918945312,,,,,,,,,,,,
1,4499,,1.0087809562683105,,,,,,,,,,,,
1,4549,,1.2828369140625,,,,,,,,,,,,
1,4599,,1.7388992309570312,,,,,,,,,,,,
1,4649,,1.9493494033813477,,,,,,,,,,,,
1,4699,,1.629847526550293,,,,,,,,,,,,
1,4749,,1.7638931274414062,,,,,,,,,,,,
1,4799,,1.602273941040039,,,,,,,,,,,,
1,4849,,1.4219932556152344,,,,,,,,,,,,
1,4899,,1.0197010040283203,,,,,,,,,,,,
1,4949,,1.2539911270141602,,,,,,,,,,,,
