epoch,step,train_loss_epoch,train_loss_step,val_acc/r@1,val_loss,val_macro_acc,val_r@10,val_r@2,val_r@3,val_r@4,val_r@5,val_r@6,val_r@7,val_r@8,val_r@9
0,49,,5.369140625,,,,,,,,,,,,
0,99,,4.7833251953125,,,,,,,,,,,,
0,149,,4.0272216796875,,,,,,,,,,,,
0,199,,3.111541748046875,,,,,,,,,,,,
0,249,,2.4081802368164062,,,,,,,,,,,,
0,299,,2.889617919921875,,,,,,,,,,,,
0,349,,2.91802978515625,,,,,,,,,,,,
0,399,,1.7499923706054688,,,,,,,,,,,,
0,449,,2.2450485229492188,,,,,,,,,,,,
0,499,,2.5509490966796875,,,,,,,,,,,,
0,549,,2.6084442138671875,,,,,,,,,,,,
0,599,,1.1329269409179688,,,,,,,,,,,,
0,649,,2.3577728271484375,,,,,,,,,,,,
0,699,,2.4932785034179688,,,,,,,,,,,,
0,749,,1.4995931386947632,,,,,,,,,,,,
0,749,,,0.5059999823570251,2.193894147872925,0.3637317419052124,0.8669999837875366,0.6809999942779541,0.7379999756813049,0.7739999890327454,0.8050000071525574,0.828000009059906,0.8410000205039978,0.8460000157356262,0.8619999885559082
0,749,3.171738386154175,,,,,,,,,,,,,
1,799,,1.6721611022949219,,,,,,,,,,,,
1,849,,1.9511756896972656,,,,,,,,,,,,
1,899,,2.14013671875,,,,,,,,,,,,
1,949,,2.324962615966797,,,,,,,,,,,,
1,999,,1.6693382263183594,,,,,,,,,,,,
1,1049,,1.1946182250976562,,,,,,,,,,,,
1,1099,,1.9773483276367188,,,,,,,,,,,,
1,1149,,1.5631294250488281,,,,,,,,,,,,
1,1199,,2.2785091400146484,,,,,,,,,,,,
1,1249,,1.955322265625,,,,,,,,,,,,
1,1299,,1.1456756591796875,,,,,,,,,,,,
1,1349,,1.5967330932617188,,,,,,,,,,,,
1,1399,,1.9599380493164062,,,,,,,,,,,,
1,1449,,1.8466529846191406,,,,,,,,,,,,
1,1499,,1.5891927480697632,,,,,,,,,,,,
1,1499,,,0.5519999861717224,1.9105305671691895,0.40866509079933167,0.8920000195503235,0.7059999704360962,0.7670000195503235,0.8220000267028809,0.847000002861023,0.8610000014305115,0.8730000257492065,0.8799999952316284,0.8859999775886536
1,1499,1.7860008478164673,,,,,,,,,,,,,
2,1549,,0.7139549255371094,,,,,,,,,,,,
2,1599,,1.4543495178222656,,,,,,,,,,,,
2,1649,,1.5278968811035156,,,,,,,,,,,,
2,1699,,0.7934551239013672,,,,,,,,,,,,
2,1749,,1.8057136535644531,,,,,,,,,,,,
2,1799,,1.2860374450683594,,,,,,,,,,,,
2,1849,,1.2789764404296875,,,,,,,,,,,,
2,1899,,0.9146957397460938,,,,,,,,,,,,
2,1949,,2.5090103149414062,,,,,,,,,,,,
2,1999,,0.7146759033203125,,,,,,,,,,,,
2,2049,,1.4233989715576172,,,,,,,,,,,,
2,2099,,0.9300804138183594,,,,,,,,,,,,
2,2149,,1.490285873413086,,,,,,,,,,,,
2,2199,,1.7408981323242188,,,,,,,,,,,,
2,2249,,0.6505279541015625,,,,,,,,,,,,
2,2249,,,0.5709999799728394,1.8198750019073486,0.4294184744358063,0.8999999761581421,0.7260000109672546,0.7960000038146973,0.8320000171661377,0.859000027179718,0.875,0.8870000243186951,0.8899999856948853,0.8949999809265137
2,2249,1.3625110387802124,,,,,,,,,,,,,
