epoch,step,train_loss_epoch,train_loss_step,val_acc/r@1,val_loss,val_macro_acc,val_r@10,val_r@2,val_r@3,val_r@4,val_r@5,val_r@6,val_r@7,val_r@8,val_r@9
0,49,,5.938720703125,,,,,,,,,,,,
0,99,,5.509033203125,,,,,,,,,,,,
0,149,,5.2958984375,,,,,,,,,,,,
0,199,,4.7081298828125,,,,,,,,,,,,
0,249,,4.08489990234375,,,,,,,,,,,,
0,299,,3.8212890625,,,,,,,,,,,,
0,349,,3.5039215087890625,,,,,,,,,,,,
0,399,,3.5084991455078125,,,,,,,,,,,,
0,449,,3.31396484375,,,,,,,,,,,,
0,499,,2.65313720703125,,,,,,,,,,,,
0,549,,3.20831298828125,,,,,,,,,,,,
0,599,,2.47186279296875,,,,,,,,,,,,
0,649,,2.970489501953125,,,,,,,,,,,,
0,699,,2.784332275390625,,,,,,,,,,,,
0,749,,2.4299163818359375,,,,,,,,,,,,
0,799,,2.0600814819335938,,,,,,,,,,,,
0,849,,2.0986785888671875,,,,,,,,,,,,
0,899,,3.0885162353515625,,,,,,,,,,,,
0,949,,3.1507110595703125,,,,,,,,,,,,
0,999,,2.7818965911865234,,,,,,,,,,,,
0,1049,,1.5155029296875,,,,,,,,,,,,
0,1099,,1.9938087463378906,,,,,,,,,,,,
0,1149,,3.3487319946289062,,,,,,,,,,,,
0,1199,,2.1827430725097656,,,,,,,,,,,,
0,1249,,1.8562240600585938,,,,,,,,,,,,
0,1299,,2.2793006896972656,,,,,,,,,,,,
0,1349,,1.4155540466308594,,,,,,,,,,,,
0,1399,,2.900257110595703,,,,,,,,,,,,
0,1449,,1.5556259155273438,,,,,,,,,,,,
0,1499,,2.244976043701172,,,,,,,,,,,,
0,1549,,1.8417396545410156,,,,,,,,,,,,
0,1599,,2.3244972229003906,,,,,,,,,,,,
0,1649,,2.0186538696289062,,,,,,,,,,,,
0,1699,,1.3719253540039062,,,,,,,,,,,,
0,1749,,1.0074310302734375,,,,,,,,,,,,
0,1799,,1.3213081359863281,,,,,,,,,,,,
0,1849,,1.5860176086425781,,,,,,,,,,,,
0,1899,,1.4591712951660156,,,,,,,,,,,,
0,1949,,1.2677288055419922,,,,,,,,,,,,
0,1999,,1.1613483428955078,,,,,,,,,,,,
0,2049,,1.5889625549316406,,,,,,,,,,,,
0,2099,,2.2942886352539062,,,,,,,,,,,,
0,2149,,1.2553596496582031,,,,,,,,,,,,
0,2199,,1.2399406433105469,,,,,,,,,,,,
0,2249,,1.4587326049804688,,,,,,,,,,,,
0,2299,,0.8173274993896484,,,,,,,,,,,,
0,2349,,1.6464853286743164,,,,,,,,,,,,
0,2399,,1.3922042846679688,,,,,,,,,,,,
0,2449,,2.0709056854248047,,,,,,,,,,,,
0,2488,,,0.5379999876022339,2.03908109664917,0.4078677296638489,0.875,0.6840000152587891,0.7599999904632568,0.7950000166893005,0.8230000138282776,0.8429999947547913,0.8569999933242798,0.8619999885559082,0.8690000176429749
0,2488,2.4831316471099854,,,,,,,,,,,,,
1,2499,,1.3865165710449219,,,,,,,,,,,,
1,2549,,1.295806884765625,,,,,,,,,,,,
1,2599,,1.1985902786254883,,,,,,,,,,,,
